haulid,lengthclass,sppLatin,numlengthclass,year,latitudestart,longitudestart
p05981520324,smalljuv,balistes capriscus,0,1998,31.39,-80.89
p05001215324,adult,balistes capriscus,1,2000,31.68,-80.33
p05001215324,largejuv,balistes capriscus,1,2000,31.68,-80.33
p05001215324,smalljuv,balistes capriscus,0,2000,31.68,-80.33
p05011365324,adult,balistes capriscus,1,2001,32.33,-79.21
p05011365324,largejuv,balistes capriscus,2,2001,32.33,-79.21
p05011365324,smalljuv,balistes capriscus,0,2001,32.33,-79.21
p05020027324,adult,balistes capriscus,4,2002,30.53,-80.46
p05020027324,largejuv,balistes capriscus,1,2002,30.53,-80.46
p05020027324,smalljuv,balistes capriscus,0,2002,30.53,-80.46
p05020059324,adult,balistes capriscus,2,2002,27.87,-80.15
p05020059324,largejuv,balistes capriscus,2,2002,27.87,-80.15
p05020059324,smalljuv,balistes capriscus,0,2002,27.87,-80.15
p05020247324,adult,balistes capriscus,1,2002,32.25,-79.71
p05020247324,largejuv,balistes capriscus,1,2002,32.25,-79.71
p05020247324,smalljuv,balistes capriscus,0,2002,32.25,-79.71
p05020298324,adult,balistes capriscus,0,2002,31.42,-80.38
p05020298324,largejuv,balistes capriscus,2,2002,31.42,-80.38
p05020298324,smalljuv,balistes capriscus,0,2002,31.42,-80.38
p05020303324,adult,balistes capriscus,6,2002,31.39,-80.9
p05020303324,largejuv,balistes capriscus,3,2002,31.39,-80.9
p05020303324,smalljuv,balistes capriscus,0,2002,31.39,-80.9
p05030111324,adult,balistes capriscus,2,2003,30.51,-80.48
p05030111324,largejuv,balistes capriscus,2,2003,30.51,-80.48
p05030111324,smalljuv,balistes capriscus,0,2003,30.51,-80.48
p05040002324,adult,balistes capriscus,0,2004,32.34,-79.21
p05040002324,largejuv,balistes capriscus,1,2004,32.34,-79.21
p05040002324,smalljuv,balistes capriscus,0,2004,32.34,-79.21
p05080030324,adult,balistes capriscus,0,2008,32.33,-79.21
p05080030324,largejuv,balistes capriscus,1,2008,32.33,-79.21
p05080030324,smalljuv,balistes capriscus,0,2008,32.33,-79.21
p05080057324,adult,balistes capriscus,2,2008,32.6,-79.22
p05080057324,largejuv,balistes capriscus,2,2008,32.6,-79.22
p05080057324,smalljuv,balistes capriscus,0,2008,32.6,-79.22
p05080342324,adult,balistes capriscus,4,2008,31.68,-80.32
p05080342324,largejuv,balistes capriscus,1,2008,31.68,-80.32
p05080342324,smalljuv,balistes capriscus,0,2008,31.68,-80.32
p05160067324,adult,balistes capriscus,0,2016,32.25,-79.69
p05160067324,largejuv,balistes capriscus,1,2016,32.25,-79.69
p05160067324,smalljuv,balistes capriscus,0,2016,32.25,-79.69
p05911006324,adult,balistes capriscus,2,1991,32.51,-79.71
p05911006324,largejuv,balistes capriscus,2,1991,32.51,-79.71
p05911006324,smalljuv,balistes capriscus,0,1991,32.51,-79.71
p05911019324,adult,balistes capriscus,1,1991,32.51,-79.7
p05911019324,largejuv,balistes capriscus,3,1991,32.51,-79.7
p05911019324,smalljuv,balistes capriscus,0,1991,32.51,-79.7
p05911020324,adult,balistes capriscus,3,1991,32.5,-79.7
p05911020324,largejuv,balistes capriscus,1,1991,32.5,-79.7
p05911020324,smalljuv,balistes capriscus,0,1991,32.5,-79.7
p05911199324,adult,balistes capriscus,8,1991,32.48,-79.72
p05911199324,largejuv,balistes capriscus,3,1991,32.48,-79.72
p05911199324,smalljuv,balistes capriscus,0,1991,32.48,-79.72
p05911200324,adult,balistes capriscus,3,1991,32.5,-79.7
p05911200324,largejuv,balistes capriscus,1,1991,32.5,-79.7
p05911200324,smalljuv,balistes capriscus,0,1991,32.5,-79.7
p05911234324,adult,balistes capriscus,0,1991,32.28,-79.72
p05911234324,largejuv,balistes capriscus,1,1991,32.28,-79.72
p05911234324,smalljuv,balistes capriscus,0,1991,32.28,-79.72
p05911248324,adult,balistes capriscus,7,1991,31.68,-80.33
p05911248324,largejuv,balistes capriscus,1,1991,31.68,-80.33
p05911248324,smalljuv,balistes capriscus,0,1991,31.68,-80.33
p05911254324,adult,balistes capriscus,4,1991,31.68,-80.33
p05911254324,largejuv,balistes capriscus,3,1991,31.68,-80.33
p05911254324,smalljuv,balistes capriscus,0,1991,31.68,-80.33
p05911259324,adult,balistes capriscus,3,1991,31.69,-80.34
p05911259324,largejuv,balistes capriscus,1,1991,31.69,-80.34
p05911259324,smalljuv,balistes capriscus,0,1991,31.69,-80.34
p05911336324,adult,balistes capriscus,2,1991,32.24,-79.69
p05911336324,largejuv,balistes capriscus,2,1991,32.24,-79.69
p05911336324,smalljuv,balistes capriscus,0,1991,32.24,-79.69
p05911354324,adult,balistes capriscus,0,1991,32.58,-79.16
p05911354324,largejuv,balistes capriscus,1,1991,32.58,-79.16
p05911354324,smalljuv,balistes capriscus,0,1991,32.58,-79.16
p05911376324,adult,balistes capriscus,0,1991,32.6,-79.22
p05911376324,largejuv,balistes capriscus,1,1991,32.6,-79.22
p05911376324,smalljuv,balistes capriscus,0,1991,32.6,-79.22
p05911393324,adult,balistes capriscus,0,1991,32.25,-79.71
p05911393324,largejuv,balistes capriscus,1,1991,32.25,-79.71
p05911393324,smalljuv,balistes capriscus,0,1991,32.25,-79.71
p05921089324,adult,balistes capriscus,0,1992,32.25,-79.71
p05921089324,largejuv,balistes capriscus,1,1992,32.25,-79.71
p05921089324,smalljuv,balistes capriscus,0,1992,32.25,-79.71
p05921118324,adult,balistes capriscus,1,1992,32.24,-79.7
p05921118324,largejuv,balistes capriscus,1,1992,32.24,-79.7
p05921118324,smalljuv,balistes capriscus,0,1992,32.24,-79.7
p05921354324,adult,balistes capriscus,1,1992,32.8,-78.78
p05921354324,largejuv,balistes capriscus,2,1992,32.8,-78.78
p05921354324,smalljuv,balistes capriscus,0,1992,32.8,-78.78
p05930060324,adult,balistes capriscus,3,1993,32.34,-79.21
p05930060324,largejuv,balistes capriscus,1,1993,32.34,-79.21
p05930060324,smalljuv,balistes capriscus,0,1993,32.34,-79.21
p05930167324,adult,balistes capriscus,0,1993,32.8,-78.78
p05930167324,largejuv,balistes capriscus,1,1993,32.8,-78.78
p05930167324,smalljuv,balistes capriscus,0,1993,32.8,-78.78
p05930369324,adult,balistes capriscus,3,1993,32.25,-79.71
p05930369324,largejuv,balistes capriscus,1,1993,32.25,-79.71
p05930369324,smalljuv,balistes capriscus,0,1993,32.25,-79.71
p05930454324,adult,balistes capriscus,0,1993,31.59,-80.77
p05930454324,largejuv,balistes capriscus,1,1993,31.59,-80.77
p05930454324,smalljuv,balistes capriscus,0,1993,31.59,-80.77
p05930528324,adult,balistes capriscus,6,1993,31.43,-80.35
p05930528324,largejuv,balistes capriscus,1,1993,31.43,-80.35
p05930528324,smalljuv,balistes capriscus,0,1993,31.43,-80.35
p05930547324,adult,balistes capriscus,0,1993,31.43,-80.36
p05930547324,largejuv,balistes capriscus,1,1993,31.43,-80.36
p05930547324,smalljuv,balistes capriscus,0,1993,31.43,-80.36
p05940136324,adult,balistes capriscus,0,1994,32.26,-79.69
p05940136324,largejuv,balistes capriscus,1,1994,32.26,-79.69
p05940136324,smalljuv,balistes capriscus,0,1994,32.26,-79.69
p05940213324,adult,balistes capriscus,3,1994,32.78,-78.65
p05940213324,largejuv,balistes capriscus,1,1994,32.78,-78.65
p05940213324,smalljuv,balistes capriscus,0,1994,32.78,-78.65
p05940450324,adult,balistes capriscus,2,1994,31.68,-80.33
p05940450324,largejuv,balistes capriscus,2,1994,31.68,-80.33
p05940450324,smalljuv,balistes capriscus,0,1994,31.68,-80.33
p05940453324,adult,balistes capriscus,5,1994,31.69,-80.32
p05940453324,largejuv,balistes capriscus,1,1994,31.69,-80.32
p05940453324,smalljuv,balistes capriscus,0,1994,31.69,-80.32
p05940456324,adult,balistes capriscus,1,1994,31.68,-80.34
p05940456324,largejuv,balistes capriscus,2,1994,31.68,-80.34
p05940456324,smalljuv,balistes capriscus,0,1994,31.68,-80.34
p05940457324,adult,balistes capriscus,1,1994,31.69,-80.34
p05940457324,largejuv,balistes capriscus,1,1994,31.69,-80.34
p05940457324,smalljuv,balistes capriscus,0,1994,31.69,-80.34
p05950139324,adult,balistes capriscus,2,1995,32.25,-79.71
p05950139324,largejuv,balistes capriscus,1,1995,32.25,-79.71
p05950139324,smalljuv,balistes capriscus,0,1995,32.25,-79.71
p05950153324,adult,balistes capriscus,5,1995,32.25,-79.7
p05950153324,largejuv,balistes capriscus,1,1995,32.25,-79.7
p05950153324,smalljuv,balistes capriscus,0,1995,32.25,-79.7
p05950158324,adult,balistes capriscus,9,1995,32.24,-79.71
p05950158324,largejuv,balistes capriscus,1,1995,32.24,-79.71
p05950158324,smalljuv,balistes capriscus,0,1995,32.24,-79.71
p05950164324,adult,balistes capriscus,2,1995,32.25,-79.7
p05950164324,largejuv,balistes capriscus,1,1995,32.25,-79.7
p05950164324,smalljuv,balistes capriscus,0,1995,32.25,-79.7
p05950297324,adult,balistes capriscus,2,1995,31.44,-80.36
p05950297324,largejuv,balistes capriscus,1,1995,31.44,-80.36
p05950297324,smalljuv,balistes capriscus,0,1995,31.44,-80.36
p05950403324,adult,balistes capriscus,5,1995,32.24,-79.7
p05950403324,largejuv,balistes capriscus,2,1995,32.24,-79.7
p05950403324,smalljuv,balistes capriscus,0,1995,32.24,-79.7
p05950405324,adult,balistes capriscus,2,1995,32.24,-79.7
p05950405324,largejuv,balistes capriscus,5,1995,32.24,-79.7
p05950405324,smalljuv,balistes capriscus,0,1995,32.24,-79.7
p05960380324,adult,balistes capriscus,0,1996,31.69,-80.32
p05960380324,largejuv,balistes capriscus,2,1996,31.69,-80.32
p05960380324,smalljuv,balistes capriscus,0,1996,31.69,-80.32
p05960468324,adult,balistes capriscus,2,1996,32.79,-78.79
p05960468324,largejuv,balistes capriscus,1,1996,32.79,-78.79
p05960468324,smalljuv,balistes capriscus,0,1996,32.79,-78.79
p05960544324,adult,balistes capriscus,2,1996,32.33,-79.21
p05960544324,largejuv,balistes capriscus,1,1996,32.33,-79.21
p05960544324,smalljuv,balistes capriscus,0,1996,32.33,-79.21
p05960625324,adult,balistes capriscus,53,1996,32.78,-78.64
p05960625324,largejuv,balistes capriscus,1,1996,32.78,-78.64
p05960625324,smalljuv,balistes capriscus,0,1996,32.78,-78.64
p05971512324,adult,balistes capriscus,14,1997,32.34,-79.21
p05971512324,largejuv,balistes capriscus,4,1997,32.34,-79.21
p05971512324,smalljuv,balistes capriscus,0,1997,32.34,-79.21
p05971513324,adult,balistes capriscus,4,1997,32.34,-79.22
p05971513324,largejuv,balistes capriscus,3,1997,32.34,-79.22
p05971513324,smalljuv,balistes capriscus,0,1997,32.34,-79.22
p05971573324,adult,balistes capriscus,4,1997,32.34,-79.21
p05971573324,largejuv,balistes capriscus,2,1997,32.34,-79.21
p05971573324,smalljuv,balistes capriscus,0,1997,32.34,-79.21
p05971621324,adult,balistes capriscus,2,1997,31.43,-80.37
p05971621324,largejuv,balistes capriscus,1,1997,31.43,-80.37
p05971621324,smalljuv,balistes capriscus,0,1997,31.43,-80.37
p05981389324,adult,balistes capriscus,1,1998,32.25,-79.71
p05981389324,largejuv,balistes capriscus,1,1998,32.25,-79.71
p05981389324,smalljuv,balistes capriscus,0,1998,32.25,-79.71
p05991353324,adult,balistes capriscus,4,1999,32.25,-79.69
p05991353324,largejuv,balistes capriscus,1,1999,32.25,-79.69
p05991353324,smalljuv,balistes capriscus,0,1999,32.25,-79.69
p05001035324,adult,balistes capriscus,2,2000,32.34,-79.21
p05001035324,largejuv,balistes capriscus,2,2000,32.34,-79.21
p05001035324,smalljuv,balistes capriscus,0,2000,32.34,-79.21
p05011385324,adult,balistes capriscus,3,2001,32.79,-78.78
p05011385324,largejuv,balistes capriscus,1,2001,32.79,-78.78
p05011385324,smalljuv,balistes capriscus,0,2001,32.79,-78.78
p05020032324,adult,balistes capriscus,8,2002,30.53,-80.46
p05020032324,largejuv,balistes capriscus,2,2002,30.53,-80.46
p05020032324,smalljuv,balistes capriscus,0,2002,30.53,-80.46
p05020210324,adult,balistes capriscus,0,2002,32.33,-79.21
p05020210324,largejuv,balistes capriscus,1,2002,32.33,-79.21
p05020210324,smalljuv,balistes capriscus,0,2002,32.33,-79.21
p05020313324,adult,balistes capriscus,7,2002,31.59,-80.8
p05020313324,largejuv,balistes capriscus,2,2002,31.59,-80.8
p05020313324,smalljuv,balistes capriscus,0,2002,31.59,-80.8
p05040005324,adult,balistes capriscus,0,2004,32.34,-79.21
p05040005324,largejuv,balistes capriscus,1,2004,32.34,-79.21
p05040005324,smalljuv,balistes capriscus,0,2004,32.34,-79.21
p05040250324,adult,balistes capriscus,0,2004,33.28,-78.45
p05040250324,largejuv,balistes capriscus,1,2004,33.28,-78.45
p05040250324,smalljuv,balistes capriscus,0,2004,33.28,-78.45
p05040370324,adult,balistes capriscus,3,2004,32.78,-78.66
p05040370324,largejuv,balistes capriscus,1,2004,32.78,-78.66
p05040370324,smalljuv,balistes capriscus,0,2004,32.78,-78.66
p05050051324,adult,balistes capriscus,0,2005,32.79,-78.66
p05050051324,largejuv,balistes capriscus,1,2005,32.79,-78.66
p05050051324,smalljuv,balistes capriscus,0,2005,32.79,-78.66
t60113370324,adult,balistes capriscus,1,2011,31.44,-80.36
t60113370324,largejuv,balistes capriscus,1,2011,31.44,-80.36
t60113370324,smalljuv,balistes capriscus,0,2011,31.44,-80.36
p05110542324,adult,balistes capriscus,12,2011,32.76,-78.62
p05110542324,largejuv,balistes capriscus,1,2011,32.76,-78.62
p05110542324,smalljuv,balistes capriscus,0,2011,32.76,-78.62
t60123557324,adult,balistes capriscus,0,2012,30.2,-80.9
t60123557324,largejuv,balistes capriscus,1,2012,30.2,-80.9
t60123557324,smalljuv,balistes capriscus,0,2012,30.2,-80.9
t60143460324,adult,balistes capriscus,11,2014,31.88,-80.02
t60143460324,largejuv,balistes capriscus,1,2014,31.88,-80.02
t60143460324,smalljuv,balistes capriscus,0,2014,31.88,-80.02
p05140339324,adult,balistes capriscus,0,2014,32.59,-79.16
p05140339324,largejuv,balistes capriscus,1,2014,32.59,-79.16
p05140339324,smalljuv,balistes capriscus,0,2014,32.59,-79.16
t60153189324,adult,balistes capriscus,3,2015,32.08,-79.96
t60153189324,largejuv,balistes capriscus,1,2015,32.08,-79.96
t60153189324,smalljuv,balistes capriscus,0,2015,32.08,-79.96
t60163078324,adult,balistes capriscus,8,2016,27.43,-80.07
t60163078324,largejuv,balistes capriscus,1,2016,27.43,-80.07
t60163078324,smalljuv,balistes capriscus,0,2016,27.43,-80.07
p05901168324,adult,balistes capriscus,0,1990,32.33,-79.21
p05901168324,largejuv,balistes capriscus,1,1990,32.33,-79.21
p05901168324,smalljuv,balistes capriscus,0,1990,32.33,-79.21
p05901169324,adult,balistes capriscus,0,1990,32.33,-79.21
p05901169324,largejuv,balistes capriscus,1,1990,32.33,-79.21
p05901169324,smalljuv,balistes capriscus,0,1990,32.33,-79.21
p05901524324,adult,balistes capriscus,3,1990,31.68,-80.33
p05901524324,largejuv,balistes capriscus,1,1990,31.68,-80.33
p05901524324,smalljuv,balistes capriscus,0,1990,31.68,-80.33
p05901568324,adult,balistes capriscus,3,1990,32.8,-78.78
p05901568324,largejuv,balistes capriscus,1,1990,32.8,-78.78
p05901568324,smalljuv,balistes capriscus,0,1990,32.8,-78.78
p05901572324,adult,balistes capriscus,2,1990,32.79,-78.78
p05901572324,largejuv,balistes capriscus,1,1990,32.79,-78.78
p05901572324,smalljuv,balistes capriscus,0,1990,32.79,-78.78
p05911244324,adult,balistes capriscus,5,1991,31.69,-80.32
p05911244324,largejuv,balistes capriscus,1,1991,31.69,-80.32
p05911244324,smalljuv,balistes capriscus,0,1991,31.69,-80.32
p05911247324,adult,balistes capriscus,4,1991,31.69,-80.33
p05911247324,largejuv,balistes capriscus,1,1991,31.69,-80.33
p05911247324,smalljuv,balistes capriscus,0,1991,31.69,-80.33
p05911260324,adult,balistes capriscus,0,1991,31.68,-80.34
p05911260324,largejuv,balistes capriscus,1,1991,31.68,-80.34
p05911260324,smalljuv,balistes capriscus,0,1991,31.68,-80.34
p05911325324,adult,balistes capriscus,2,1991,32.25,-79.7
p05911325324,largejuv,balistes capriscus,1,1991,32.25,-79.7
p05911325324,smalljuv,balistes capriscus,0,1991,32.25,-79.7
p05911337324,adult,balistes capriscus,2,1991,32.24,-79.69
p05911337324,largejuv,balistes capriscus,1,1991,32.24,-79.69
p05911337324,smalljuv,balistes capriscus,0,1991,32.24,-79.69
p05911397324,adult,balistes capriscus,2,1991,32.25,-79.71
p05911397324,largejuv,balistes capriscus,1,1991,32.25,-79.71
p05911397324,smalljuv,balistes capriscus,0,1991,32.25,-79.71
p05921050324,adult,balistes capriscus,3,1992,32.33,-79.21
p05921050324,largejuv,balistes capriscus,1,1992,32.33,-79.21
p05921050324,smalljuv,balistes capriscus,0,1992,32.33,-79.21
p05921065324,adult,balistes capriscus,1,1992,32.25,-79.71
p05921065324,largejuv,balistes capriscus,1,1992,32.25,-79.71
p05921065324,smalljuv,balistes capriscus,0,1992,32.25,-79.71
p05921082324,adult,balistes capriscus,1,1992,32.25,-79.69
p05921082324,largejuv,balistes capriscus,1,1992,32.25,-79.69
p05921082324,smalljuv,balistes capriscus,0,1992,32.25,-79.69
p05921090324,adult,balistes capriscus,0,1992,32.25,-79.7
p05921090324,largejuv,balistes capriscus,1,1992,32.25,-79.7
p05921090324,smalljuv,balistes capriscus,0,1992,32.25,-79.7
p05921290324,adult,balistes capriscus,0,1992,33.28,-78.43
p05921290324,largejuv,balistes capriscus,1,1992,33.28,-78.43
p05921290324,smalljuv,balistes capriscus,0,1992,33.28,-78.43
p05921317324,adult,balistes capriscus,0,1992,33.29,-78.46
p05921317324,largejuv,balistes capriscus,1,1992,33.29,-78.46
p05921317324,smalljuv,balistes capriscus,0,1992,33.29,-78.46
p05930061324,adult,balistes capriscus,11,1993,32.33,-79.21
p05930061324,largejuv,balistes capriscus,1,1993,32.33,-79.21
p05930061324,smalljuv,balistes capriscus,0,1993,32.33,-79.21
p05930062324,adult,balistes capriscus,0,1993,32.33,-79.21
p05930062324,largejuv,balistes capriscus,1,1993,32.33,-79.21
p05930062324,smalljuv,balistes capriscus,0,1993,32.33,-79.21
p05930160324,adult,balistes capriscus,3,1993,32.59,-79.15
p05930160324,largejuv,balistes capriscus,1,1993,32.59,-79.15
p05930160324,smalljuv,balistes capriscus,0,1993,32.59,-79.15
p05930485324,adult,balistes capriscus,0,1993,31.68,-80.32
p05930485324,largejuv,balistes capriscus,1,1993,31.68,-80.32
p05930485324,smalljuv,balistes capriscus,0,1993,31.68,-80.32
p05940361324,adult,balistes capriscus,10,1994,31.44,-80.34
p05940361324,largejuv,balistes capriscus,1,1994,31.44,-80.34
p05940361324,smalljuv,balistes capriscus,0,1994,31.44,-80.34
p05940365324,adult,balistes capriscus,0,1994,31.44,-80.35
p05940365324,largejuv,balistes capriscus,1,1994,31.44,-80.35
p05940365324,smalljuv,balistes capriscus,0,1994,31.44,-80.35
p05940460324,adult,balistes capriscus,4,1994,31.68,-80.33
p05940460324,largejuv,balistes capriscus,1,1994,31.68,-80.33
p05940460324,smalljuv,balistes capriscus,0,1994,31.68,-80.33
p05940466324,adult,balistes capriscus,3,1994,31.68,-80.34
p05940466324,largejuv,balistes capriscus,1,1994,31.68,-80.34
p05940466324,smalljuv,balistes capriscus,0,1994,31.68,-80.34
p05950084324,adult,balistes capriscus,1,1995,33.28,-78.43
p05950084324,largejuv,balistes capriscus,1,1995,33.28,-78.43
p05950084324,smalljuv,balistes capriscus,0,1995,33.28,-78.43
p05950214324,adult,balistes capriscus,1,1995,33.28,-78.44
p05950214324,largejuv,balistes capriscus,1,1995,33.28,-78.44
p05950214324,smalljuv,balistes capriscus,0,1995,33.28,-78.44
p05950292324,adult,balistes capriscus,5,1995,31.42,-80.37
p05950292324,largejuv,balistes capriscus,1,1995,31.42,-80.37
p05950292324,smalljuv,balistes capriscus,0,1995,31.42,-80.37
p05950308324,adult,balistes capriscus,0,1995,31.39,-80.89
p05950308324,largejuv,balistes capriscus,1,1995,31.39,-80.89
p05950308324,smalljuv,balistes capriscus,0,1995,31.39,-80.89
p05950378324,adult,balistes capriscus,1,1995,32.26,-79.68
p05950378324,largejuv,balistes capriscus,1,1995,32.26,-79.68
p05950378324,smalljuv,balistes capriscus,0,1995,32.26,-79.68
p05950402324,adult,balistes capriscus,1,1995,32.24,-79.7
p05950402324,largejuv,balistes capriscus,1,1995,32.24,-79.7
p05950402324,smalljuv,balistes capriscus,0,1995,32.24,-79.7
p05960453324,adult,balistes capriscus,2,1996,31.69,-80.33
p05960453324,largejuv,balistes capriscus,1,1996,31.69,-80.33
p05960453324,smalljuv,balistes capriscus,0,1996,31.69,-80.33
p05960492324,adult,balistes capriscus,1,1996,32.79,-78.78
p05960492324,largejuv,balistes capriscus,1,1996,32.79,-78.78
