haulid,lengthclass,sppLatin,numlengthclass,year,latitudestart,longitudestart
t60133185324,smalljuv,balistes capriscus,0,2013,27.87,-80.16
t60133188324,adult,balistes capriscus,0,2013,27.85,-80.15
t60133188324,largejuv,balistes capriscus,0,2013,27.85,-80.15
t60133188324,smalljuv,balistes capriscus,0,2013,27.85,-80.15
t60133205324,adult,balistes capriscus,0,2013,27.43,-80.07
t60133205324,largejuv,balistes capriscus,0,2013,27.43,-80.07
t60133205324,smalljuv,balistes capriscus,0,2013,27.43,-80.07
t60133207324,adult,balistes capriscus,0,2013,27.34,-80.07
t60133207324,largejuv,balistes capriscus,0,2013,27.34,-80.07
t60133207324,smalljuv,balistes capriscus,0,2013,27.34,-80.07
t60133224324,adult,balistes capriscus,0,2013,29.15,-80.82
t60133224324,largejuv,balistes capriscus,0,2013,29.15,-80.82
t60133224324,smalljuv,balistes capriscus,0,2013,29.15,-80.82
p05130180324,adult,balistes capriscus,0,2013,33.28,-78.47
p05130180324,largejuv,balistes capriscus,0,2013,33.28,-78.47
p05130180324,smalljuv,balistes capriscus,0,2013,33.28,-78.47
t59137069324,adult,balistes capriscus,0,2013,33.06,-78.62
t59137069324,largejuv,balistes capriscus,0,2013,33.06,-78.62
t59137069324,smalljuv,balistes capriscus,0,2013,33.06,-78.62
t60133247324,adult,balistes capriscus,0,2013,31.44,-80.35
t60133247324,largejuv,balistes capriscus,0,2013,31.44,-80.35
t60133247324,smalljuv,balistes capriscus,0,2013,31.44,-80.35
p05130207324,adult,balistes capriscus,0,2013,32.25,-79.7
p05130207324,largejuv,balistes capriscus,0,2013,32.25,-79.7
p05130207324,smalljuv,balistes capriscus,0,2013,32.25,-79.7
p05130214324,adult,balistes capriscus,0,2013,32.23,-79.69
p05130214324,largejuv,balistes capriscus,0,2013,32.23,-79.69
p05130214324,smalljuv,balistes capriscus,0,2013,32.23,-79.69
t60133354324,adult,balistes capriscus,0,2013,29.68,-80.74
t60133354324,largejuv,balistes capriscus,0,2013,29.68,-80.74
t60133354324,smalljuv,balistes capriscus,0,2013,29.68,-80.74
p05130236324,adult,balistes capriscus,0,2013,32.55,-79.36
p05130236324,largejuv,balistes capriscus,0,2013,32.55,-79.36
p05130236324,smalljuv,balistes capriscus,0,2013,32.55,-79.36
t60133513324,adult,balistes capriscus,0,2013,28.2,-80.23
t60133513324,largejuv,balistes capriscus,0,2013,28.2,-80.23
t60133513324,smalljuv,balistes capriscus,0,2013,28.2,-80.23
t60133529324,adult,balistes capriscus,0,2013,28.24,-80.24
t60133529324,largejuv,balistes capriscus,0,2013,28.24,-80.24
t60133529324,smalljuv,balistes capriscus,0,2013,28.24,-80.24
t60133537324,adult,balistes capriscus,0,2013,28.3,-80.15
t60133537324,largejuv,balistes capriscus,0,2013,28.3,-80.15
t60133537324,smalljuv,balistes capriscus,0,2013,28.3,-80.15
t60133539324,adult,balistes capriscus,0,2013,28.27,-80.14
t60133539324,largejuv,balistes capriscus,0,2013,28.27,-80.14
t60133539324,smalljuv,balistes capriscus,0,2013,28.27,-80.14
p05130293324,adult,balistes capriscus,0,2013,33.8,-77.63
p05130293324,largejuv,balistes capriscus,0,2013,33.8,-77.63
p05130293324,smalljuv,balistes capriscus,0,2013,33.8,-77.63
t60133612324,adult,balistes capriscus,0,2013,31.94,-80.29
t60133612324,largejuv,balistes capriscus,0,2013,31.94,-80.29
t60133612324,smalljuv,balistes capriscus,0,2013,31.94,-80.29
t60133716324,adult,balistes capriscus,0,2013,29.2,-80.38
t60133716324,largejuv,balistes capriscus,0,2013,29.2,-80.38
t60133716324,smalljuv,balistes capriscus,0,2013,29.2,-80.38
t60133780324,adult,balistes capriscus,0,2013,28.69,-80.43
t60133780324,largejuv,balistes capriscus,0,2013,28.69,-80.43
t60133780324,smalljuv,balistes capriscus,0,2013,28.69,-80.43
t60133787324,adult,balistes capriscus,0,2013,28.71,-80.44
t60133787324,largejuv,balistes capriscus,0,2013,28.71,-80.44
t60133787324,smalljuv,balistes capriscus,0,2013,28.71,-80.44
t60133789324,adult,balistes capriscus,0,2013,28.72,-80.44
t60133789324,largejuv,balistes capriscus,0,2013,28.72,-80.44
t60133789324,smalljuv,balistes capriscus,0,2013,28.72,-80.44
p05130469324,adult,balistes capriscus,0,2013,34.57,-76.33
p05130469324,largejuv,balistes capriscus,0,2013,34.57,-76.33
p05130469324,smalljuv,balistes capriscus,0,2013,34.57,-76.33
p05130471324,adult,balistes capriscus,0,2013,34.56,-76.34
p05130471324,largejuv,balistes capriscus,0,2013,34.56,-76.34
p05130471324,smalljuv,balistes capriscus,0,2013,34.56,-76.34
p05130476324,adult,balistes capriscus,0,2013,34.54,-76.4
p05130476324,largejuv,balistes capriscus,0,2013,34.54,-76.4
p05130476324,smalljuv,balistes capriscus,0,2013,34.54,-76.4
p05130479324,adult,balistes capriscus,0,2013,34.53,-76.4
p05130479324,largejuv,balistes capriscus,0,2013,34.53,-76.4
p05130479324,smalljuv,balistes capriscus,0,2013,34.53,-76.4
t60133892324,adult,balistes capriscus,0,2013,27.85,-80.15
t60133892324,largejuv,balistes capriscus,0,2013,27.85,-80.15
t60133892324,smalljuv,balistes capriscus,0,2013,27.85,-80.15
t60133893324,adult,balistes capriscus,0,2013,27.85,-80.15
t60133893324,largejuv,balistes capriscus,0,2013,27.85,-80.15
t60133893324,smalljuv,balistes capriscus,0,2013,27.85,-80.15
t60133896324,adult,balistes capriscus,0,2013,27.84,-80.15
t60133896324,largejuv,balistes capriscus,0,2013,27.84,-80.15
t60133896324,smalljuv,balistes capriscus,0,2013,27.84,-80.15
t60133901324,adult,balistes capriscus,0,2013,28.02,-80.4
t60133901324,largejuv,balistes capriscus,0,2013,28.02,-80.4
t60133901324,smalljuv,balistes capriscus,0,2013,28.02,-80.4
t60133902324,adult,balistes capriscus,0,2013,28.02,-80.4
t60133902324,largejuv,balistes capriscus,0,2013,28.02,-80.4
t60133902324,smalljuv,balistes capriscus,0,2013,28.02,-80.4
t60133904324,adult,balistes capriscus,0,2013,28.01,-80.38
t60133904324,largejuv,balistes capriscus,0,2013,28.01,-80.38
t60133904324,smalljuv,balistes capriscus,0,2013,28.01,-80.38
t60133910324,adult,balistes capriscus,0,2013,28.09,-80.21
t60133910324,largejuv,balistes capriscus,0,2013,28.09,-80.21
t60133910324,smalljuv,balistes capriscus,0,2013,28.09,-80.21
t60133917324,adult,balistes capriscus,0,2013,28.15,-80.22
t60133917324,largejuv,balistes capriscus,0,2013,28.15,-80.22
t60133917324,smalljuv,balistes capriscus,0,2013,28.15,-80.22
p05130521324,adult,balistes capriscus,0,2013,33.28,-78.42
p05130521324,largejuv,balistes capriscus,0,2013,33.28,-78.42
p05130521324,smalljuv,balistes capriscus,0,2013,33.28,-78.42
p05130533324,adult,balistes capriscus,0,2013,33.47,-78.25
p05130533324,largejuv,balistes capriscus,0,2013,33.47,-78.25
p05130533324,smalljuv,balistes capriscus,0,2013,33.47,-78.25
t60134301324,adult,balistes capriscus,0,2013,28.88,-80.27
t60134301324,largejuv,balistes capriscus,0,2013,28.88,-80.27
t60134301324,smalljuv,balistes capriscus,0,2013,28.88,-80.27
t60134352324,adult,balistes capriscus,0,2013,31.39,-80.88
t60134352324,largejuv,balistes capriscus,0,2013,31.39,-80.88
t60134352324,smalljuv,balistes capriscus,0,2013,31.39,-80.88
t60134377324,adult,balistes capriscus,0,2013,31.58,-80.76
t60134377324,largejuv,balistes capriscus,0,2013,31.58,-80.76
t60134377324,smalljuv,balistes capriscus,0,2013,31.58,-80.76
t60134381324,adult,balistes capriscus,0,2013,31.6,-80.79
t60134381324,largejuv,balistes capriscus,0,2013,31.6,-80.79
t60134381324,smalljuv,balistes capriscus,0,2013,31.6,-80.79
p05130617324,adult,balistes capriscus,0,2013,34.59,-76.94
p05130617324,largejuv,balistes capriscus,0,2013,34.59,-76.94
p05130617324,smalljuv,balistes capriscus,0,2013,34.59,-76.94
p05130624324,adult,balistes capriscus,0,2013,34.45,-76.91
p05130624324,largejuv,balistes capriscus,0,2013,34.45,-76.91
p05130624324,smalljuv,balistes capriscus,0,2013,34.45,-76.91
p05130625324,adult,balistes capriscus,0,2013,34.44,-76.9
p05130625324,largejuv,balistes capriscus,0,2013,34.44,-76.9
p05130625324,smalljuv,balistes capriscus,0,2013,34.44,-76.9
p05130634324,adult,balistes capriscus,0,2013,34.31,-76.9
p05130634324,largejuv,balistes capriscus,0,2013,34.31,-76.9
p05130634324,smalljuv,balistes capriscus,0,2013,34.31,-76.9
p05130635324,adult,balistes capriscus,0,2013,34.31,-76.88
p05130635324,largejuv,balistes capriscus,0,2013,34.31,-76.88
p05130635324,smalljuv,balistes capriscus,0,2013,34.31,-76.88
t59147001324,adult,balistes capriscus,0,2014,32.28,-79.73
t59147001324,largejuv,balistes capriscus,0,2014,32.28,-79.73
t59147001324,smalljuv,balistes capriscus,0,2014,32.28,-79.73
t60143120324,adult,balistes capriscus,0,2014,29.5,-80.46
t60143120324,largejuv,balistes capriscus,0,2014,29.5,-80.46
t60143120324,smalljuv,balistes capriscus,0,2014,29.5,-80.46
t60143289324,adult,balistes capriscus,0,2014,28.99,-80.44
t60143289324,largejuv,balistes capriscus,0,2014,28.99,-80.44
t60143289324,smalljuv,balistes capriscus,0,2014,28.99,-80.44
t60143300324,adult,balistes capriscus,0,2014,29.1,-80.58
t60143300324,largejuv,balistes capriscus,0,2014,29.1,-80.58
t60143300324,smalljuv,balistes capriscus,0,2014,29.1,-80.58
t60143346324,adult,balistes capriscus,0,2014,31.59,-80.8
t60143346324,largejuv,balistes capriscus,0,2014,31.59,-80.8
t60143346324,smalljuv,balistes capriscus,0,2014,31.59,-80.8
t60143368324,adult,balistes capriscus,0,2014,28.97,-80.18
t60143368324,largejuv,balistes capriscus,0,2014,28.97,-80.18
t60143368324,smalljuv,balistes capriscus,0,2014,28.97,-80.18
t60143369324,adult,balistes capriscus,0,2014,28.96,-80.18
t60143369324,largejuv,balistes capriscus,0,2014,28.96,-80.18
t60143369324,smalljuv,balistes capriscus,0,2014,28.96,-80.18
t60143378324,adult,balistes capriscus,0,2014,28.72,-80.14
t60143378324,largejuv,balistes capriscus,0,2014,28.72,-80.14
t60143378324,smalljuv,balistes capriscus,0,2014,28.72,-80.14
t60143429324,adult,balistes capriscus,0,2014,28.52,-80.12
t60143429324,largejuv,balistes capriscus,0,2014,28.52,-80.12
t60143429324,smalljuv,balistes capriscus,0,2014,28.52,-80.12
p05140178324,adult,balistes capriscus,0,2014,34.53,-76.35
p05140178324,largejuv,balistes capriscus,0,2014,34.53,-76.35
p05140178324,smalljuv,balistes capriscus,0,2014,34.53,-76.35
p05140182324,adult,balistes capriscus,0,2014,34.55,-76.24
p05140182324,largejuv,balistes capriscus,0,2014,34.55,-76.24
p05140182324,smalljuv,balistes capriscus,0,2014,34.55,-76.24
t60143549324,adult,balistes capriscus,0,2014,34.17,-77.3
t60143549324,largejuv,balistes capriscus,0,2014,34.17,-77.3
t60143549324,smalljuv,balistes capriscus,0,2014,34.17,-77.3
p05140253324,adult,balistes capriscus,0,2014,32.5,-79.7
p05140253324,largejuv,balistes capriscus,0,2014,32.5,-79.7
p05140253324,smalljuv,balistes capriscus,0,2014,32.5,-79.7
p05140269324,adult,balistes capriscus,0,2014,32.24,-79.7
p05140269324,largejuv,balistes capriscus,0,2014,32.24,-79.7
p05140269324,smalljuv,balistes capriscus,0,2014,32.24,-79.7
t60143595324,adult,balistes capriscus,0,2014,33.66,-77.51
t60143595324,largejuv,balistes capriscus,0,2014,33.66,-77.51
t60143595324,smalljuv,balistes capriscus,0,2014,33.66,-77.51
t60143598324,adult,balistes capriscus,0,2014,33.69,-77.49
t60143598324,largejuv,balistes capriscus,0,2014,33.69,-77.49
t60143598324,smalljuv,balistes capriscus,0,2014,33.69,-77.49
t60143693324,adult,balistes capriscus,0,2014,33.41,-77.61
t60143693324,largejuv,balistes capriscus,0,2014,33.41,-77.61
t60143693324,smalljuv,balistes capriscus,0,2014,33.41,-77.61
t60143766324,adult,balistes capriscus,0,2014,34.34,-77.2
t60143766324,largejuv,balistes capriscus,0,2014,34.34,-77.2
t60143766324,smalljuv,balistes capriscus,0,2014,34.34,-77.2
t60143769324,adult,balistes capriscus,0,2014,34.33,-77.19
t60143769324,largejuv,balistes capriscus,0,2014,34.33,-77.19
t60143769324,smalljuv,balistes capriscus,0,2014,34.33,-77.19
t60143948324,adult,balistes capriscus,0,2014,31.58,-80.4
t60143948324,largejuv,balistes capriscus,0,2014,31.58,-80.4
t60143948324,smalljuv,balistes capriscus,0,2014,31.58,-80.4
t60143949324,adult,balistes capriscus,0,2014,31.58,-80.4
t60143949324,largejuv,balistes capriscus,0,2014,31.58,-80.4
t60143949324,smalljuv,balistes capriscus,0,2014,31.58,-80.4
p05140389324,adult,balistes capriscus,0,2014,33.27,-78.45
p05140389324,largejuv,balistes capriscus,0,2014,33.27,-78.45
p05140389324,smalljuv,balistes capriscus,0,2014,33.27,-78.45
p05140395324,adult,balistes capriscus,0,2014,32.95,-78.76
p05140395324,largejuv,balistes capriscus,0,2014,32.95,-78.76
p05140395324,smalljuv,balistes capriscus,0,2014,32.95,-78.76
t60144053324,adult,balistes capriscus,0,2014,27.88,-80.16
t60144053324,largejuv,balistes capriscus,0,2014,27.88,-80.16
t60144053324,smalljuv,balistes capriscus,0,2014,27.88,-80.16
t60144068324,adult,balistes capriscus,0,2014,28.93,-80.48
t60144068324,largejuv,balistes capriscus,0,2014,28.93,-80.48
t60144068324,smalljuv,balistes capriscus,0,2014,28.93,-80.48
t60144091324,adult,balistes capriscus,0,2014,29.18,-80.52
t60144091324,largejuv,balistes capriscus,0,2014,29.18,-80.52
t60144091324,smalljuv,balistes capriscus,0,2014,29.18,-80.52
p05146006324,adult,balistes capriscus,0,2014,31.39,-80.9
p05146006324,largejuv,balistes capriscus,0,2014,31.39,-80.9
p05146006324,smalljuv,balistes capriscus,0,2014,31.39,-80.9
p05146008324,adult,balistes capriscus,0,2014,31.38,-80.89
p05146008324,largejuv,balistes capriscus,0,2014,31.38,-80.89
p05146008324,smalljuv,balistes capriscus,0,2014,31.38,-80.89
t60153001324,adult,balistes capriscus,0,2015,31.59,-80.79
t60153001324,largejuv,balistes capriscus,0,2015,31.59,-80.79
t60153001324,smalljuv,balistes capriscus,0,2015,31.59,-80.79
p05150015324,adult,balistes capriscus,0,2015,32.29,-79.73
p05150015324,largejuv,balistes capriscus,0,2015,32.29,-79.73
p05150015324,smalljuv,balistes capriscus,0,2015,32.29,-79.73
t60153057324,adult,balistes capriscus,0,2015,27.46,-80.07
t60153057324,largejuv,balistes capriscus,0,2015,27.46,-80.07
t60153057324,smalljuv,balistes capriscus,0,2015,27.46,-80.07
t60153058324,adult,balistes capriscus,0,2015,27.45,-80.07
t60153058324,largejuv,balistes capriscus,0,2015,27.45,-80.07
t60153058324,smalljuv,balistes capriscus,0,2015,27.45,-80.07
t60153066324,adult,balistes capriscus,0,2015,27.33,-80.07
t60153066324,largejuv,balistes capriscus,0,2015,27.33,-80.07
t60153066324,smalljuv,balistes capriscus,0,2015,27.33,-80.07
t60153142324,adult,balistes capriscus,0,2015,30.49,-81.21
t60153142324,largejuv,balistes capriscus,0,2015,30.49,-81.21
t60153142324,smalljuv,balistes capriscus,0,2015,30.49,-81.21
t60153162324,adult,balistes capriscus,0,2015,30.21,-81
t60153162324,largejuv,balistes capriscus,0,2015,30.21,-81
t60153162324,smalljuv,balistes capriscus,0,2015,30.21,-81
p05150040324,adult,balistes capriscus,0,2015,32.6,-79.33
p05150040324,largejuv,balistes capriscus,0,2015,32.6,-79.33
p05150040324,smalljuv,balistes capriscus,0,2015,32.6,-79.33
p05150041324,adult,balistes capriscus,0,2015,32.6,-79.33
p05150041324,largejuv,balistes capriscus,0,2015,32.6,-79.33
p05150041324,smalljuv,balistes capriscus,0,2015,32.6,-79.33
p05150045324,adult,balistes capriscus,0,2015,32.6,-79.22
p05150045324,largejuv,balistes capriscus,0,2015,32.6,-79.22
p05150045324,smalljuv,balistes capriscus,0,2015,32.6,-79.22
p05150157324,adult,balistes capriscus,0,2015,33.38,-78.33
p05150157324,largejuv,balistes capriscus,0,2015,33.38,-78.33
p05150157324,smalljuv,balistes capriscus,0,2015,33.38,-78.33
p05150162324,adult,balistes capriscus,0,2015,33.27,-78.46
p05150162324,largejuv,balistes capriscus,0,2015,33.27,-78.46
p05150162324,smalljuv,balistes capriscus,0,2015,33.27,-78.46
p05150169324,adult,balistes capriscus,0,2015,33.28,-78.42
p05150169324,largejuv,balistes capriscus,0,2015,33.28,-78.42
p05150169324,smalljuv,balistes capriscus,0,2015,33.28,-78.42
p05150170324,adult,balistes capriscus,0,2015,33.28,-78.43
p05150170324,largejuv,balistes capriscus,0,2015,33.28,-78.43
p05150170324,smalljuv,balistes capriscus,0,2015,33.28,-78.43
p05150174324,adult,balistes capriscus,0,2015,33.27,-78.44
p05150174324,largejuv,balistes capriscus,0,2015,33.27,-78.44
p05150174324,smalljuv,balistes capriscus,0,2015,33.27,-78.44
t60153170324,adult,balistes capriscus,0,2015,31.92,-80.29
t60153170324,largejuv,balistes capriscus,0,2015,31.92,-80.29
t60153170324,smalljuv,balistes capriscus,0,2015,31.92,-80.29
t60153397324,adult,balistes capriscus,0,2015,28.51,-80.11
t60153397324,largejuv,balistes capriscus,0,2015,28.51,-80.11
t60153397324,smalljuv,balistes capriscus,0,2015,28.51,-80.11
p05150313324,adult,balistes capriscus,0,2015,34.56,-76.23
p05150313324,largejuv,balistes capriscus,0,2015,34.56,-76.23
p05150313324,smalljuv,balistes capriscus,0,2015,34.56,-76.23
p05150320324,adult,balistes capriscus,0,2015,34.57,-76.33
p05150320324,largejuv,balistes capriscus,0,2015,34.57,-76.33
p05150320324,smalljuv,balistes capriscus,0,2015,34.57,-76.33
t60153537324,adult,balistes capriscus,0,2015,34.36,-76.38
t60153537324,largejuv,balistes capriscus,0,2015,34.36,-76.38
t60153537324,smalljuv,balistes capriscus,0,2015,34.36,-76.38
t60153637324,adult,balistes capriscus,0,2015,33.72,-77.63
t60153637324,largejuv,balistes capriscus,0,2015,33.72,-77.63
t60153637324,smalljuv,balistes capriscus,0,2015,33.72,-77.63
p05150347324,adult,balistes capriscus,0,2015,32.25,-79.68
p05150347324,largejuv,balistes capriscus,0,2015,32.25,-79.68
p05150347324,smalljuv,balistes capriscus,0,2015,32.25,-79.68
t60153685324,adult,balistes capriscus,0,2015,34.54,-76.4
t60153685324,largejuv,balistes capriscus,0,2015,34.54,-76.4
t60153685324,smalljuv,balistes capriscus,0,2015,34.54,-76.4
t60153795324,adult,balistes capriscus,0,2015,34.43,-76.61
t60153795324,largejuv,balistes capriscus,0,2015,34.43,-76.61
t60153795324,smalljuv,balistes capriscus,0,2015,34.43,-76.61
p05150425324,adult,balistes capriscus,0,2015,33.05,-78.65
p05150425324,largejuv,balistes capriscus,0,2015,33.05,-78.65
p05150425324,smalljuv,balistes capriscus,0,2015,33.05,-78.65
p05150477324,adult,balistes capriscus,0,2015,31.62,-80.56
p05150477324,largejuv,balistes capriscus,0,2015,31.62,-80.56
p05150477324,smalljuv,balistes capriscus,0,2015,31.62,-80.56
t60153940324,adult,balistes capriscus,0,2015,28.84,-80.66
t60153940324,largejuv,balistes capriscus,0,2015,28.84,-80.66
t60153940324,smalljuv,balistes capriscus,0,2015,28.84,-80.66
p05150564324,adult,balistes capriscus,0,2015,33.45,-77.66
p05150564324,largejuv,balistes capriscus,0,2015,33.45,-77.66
p05150564324,smalljuv,balistes capriscus,0,2015,33.45,-77.66
p05150568324,adult,balistes capriscus,0,2015,33.45,-77.66
p05150568324,largejuv,balistes capriscus,0,2015,33.45,-77.66
p05150568324,smalljuv,balistes capriscus,0,2015,33.45,-77.66
t60153957324,adult,balistes capriscus,0,2015,27.9,-80.03
t60153957324,largejuv,balistes capriscus,0,2015,27.9,-80.03
t60153957324,smalljuv,balistes capriscus,0,2015,27.9,-80.03
t60153962324,adult,balistes capriscus,0,2015,28.3,-80.15
t60153962324,largejuv,balistes capriscus,0,2015,28.3,-80.15
t60153962324,smalljuv,balistes capriscus,0,2015,28.3,-80.15
t60154015324,adult,balistes capriscus,0,2015,29.5,-80.3
t60154015324,largejuv,balistes capriscus,0,2015,29.5,-80.3
t60154015324,smalljuv,balistes capriscus,0,2015,29.5,-80.3
p05150716324,adult,balistes capriscus,0,2015,33.66,-77.51
p05150716324,largejuv,balistes capriscus,0,2015,33.66,-77.51
p05150716324,smalljuv,balistes capriscus,0,2015,33.66,-77.51
p05160017324,adult,balistes capriscus,0,2016,32.25,-79.71
p05160017324,largejuv,balistes capriscus,0,2016,32.25,-79.71
p05160017324,smalljuv,balistes capriscus,0,2016,32.25,-79.71
t60163142324,adult,balistes capriscus,0,2016,31.58,-80.76
t60163142324,largejuv,balistes capriscus,0,2016,31.58,-80.76
t60163142324,smalljuv,balistes capriscus,0,2016,31.58,-80.76
t60163241324,adult,balistes capriscus,0,2016,34,-77.37
t60163241324,largejuv,balistes capriscus,0,2016,34,-77.37
t60163241324,smalljuv,balistes capriscus,0,2016,34,-77.37
t60163255324,adult,balistes capriscus,0,2016,33.27,-78.44
t60163255324,largejuv,balistes capriscus,0,2016,33.27,-78.44
t60163255324,smalljuv,balistes capriscus,0,2016,33.27,-78.44
t60163257324,adult,balistes capriscus,0,2016,33.29,-78.44
t60163257324,largejuv,balistes capriscus,0,2016,33.29,-78.44
t60163257324,smalljuv,balistes capriscus,0,2016,33.29,-78.44
t60163258324,adult,balistes capriscus,0,2016,33.28,-78.45
t60163258324,largejuv,balistes capriscus,0,2016,33.28,-78.45
t60163258324,smalljuv,balistes capriscus,0,2016,33.28,-78.45
t60163324324,adult,balistes capriscus,0,2016,34.51,-76.35
t60163324324,largejuv,balistes capriscus,0,2016,34.51,-76.35
t60163324324,smalljuv,balistes capriscus,0,2016,34.51,-76.35
t60163393324,adult,balistes capriscus,0,2016,34.54,-76.4
t60163393324,largejuv,balistes capriscus,0,2016,34.54,-76.4
t60163393324,smalljuv,balistes capriscus,0,2016,34.54,-76.4
t60163409324,adult,balistes capriscus,0,2016,34.55,-76.34
t60163409324,largejuv,balistes capriscus,0,2016,34.55,-76.34
t60163409324,smalljuv,balistes capriscus,0,2016,34.55,-76.34
t60163675324,adult,balistes capriscus,0,2016,34.25,-77.33
t60163675324,largejuv,balistes capriscus,0,2016,34.25,-77.33
t60163675324,smalljuv,balistes capriscus,0,2016,34.25,-77.33
t60163728324,adult,balistes capriscus,0,2016,33.81,-77.64
t60163728324,largejuv,balistes capriscus,0,2016,33.81,-77.64
t60163728324,smalljuv,balistes capriscus,0,2016,33.81,-77.64
p05160301324,adult,balistes capriscus,0,2016,34.29,-77.16
p05160301324,largejuv,balistes capriscus,0,2016,34.29,-77.16
p05160301324,smalljuv,balistes capriscus,0,2016,34.29,-77.16
p05160335324,adult,balistes capriscus,0,2016,34.56,-76.24
p05160335324,largejuv,balistes capriscus,0,2016,34.56,-76.24
p05160335324,smalljuv,balistes capriscus,0,2016,34.56,-76.24
p05160339324,adult,balistes capriscus,0,2016,34.55,-76.24
p05160339324,largejuv,balistes capriscus,0,2016,34.55,-76.24
p05160339324,smalljuv,balistes capriscus,0,2016,34.55,-76.24
p05160356324,adult,balistes capriscus,0,2016,34.34,-76.38
p05160356324,largejuv,balistes capriscus,0,2016,34.34,-76.38
p05160356324,smalljuv,balistes capriscus,0,2016,34.34,-76.38
p05160357324,adult,balistes capriscus,0,2016,34.34,-76.38
p05160357324,largejuv,balistes capriscus,0,2016,34.34,-76.38
p05160357324,smalljuv,balistes capriscus,0,2016,34.34,-76.38
t60163761324,adult,balistes capriscus,0,2016,28.69,-80.43
t60163761324,largejuv,balistes capriscus,0,2016,28.69,-80.43
t60163761324,smalljuv,balistes capriscus,0,2016,28.69,-80.43
t60163872324,adult,balistes capriscus,0,2016,31.92,-80.29
t60163872324,largejuv,balistes capriscus,0,2016,31.92,-80.29
t60163872324,smalljuv,balistes capriscus,0,2016,31.92,-80.29
t60164006324,adult,balistes capriscus,0,2016,28.16,-80.22
t60164006324,largejuv,balistes capriscus,0,2016,28.16,-80.22
t60164006324,smalljuv,balistes capriscus,0,2016,28.16,-80.22
t60164198324,adult,balistes capriscus,0,2016,31.42,-80.55
t60164198324,largejuv,balistes capriscus,0,2016,31.42,-80.55
t60164198324,smalljuv,balistes capriscus,0,2016,31.42,-80.55
p05901027324,adult,balistes capriscus,0,1990,32.51,-79.69
p05901027324,largejuv,balistes capriscus,0,1990,32.51,-79.69
p05901027324,smalljuv,balistes capriscus,0,1990,32.51,-79.69
p05901151324,adult,balistes capriscus,0,1990,32.58,-79.16
p05901151324,largejuv,balistes capriscus,0,1990,32.58,-79.16
p05901151324,smalljuv,balistes capriscus,0,1990,32.58,-79.16
p05901254324,adult,balistes capriscus,0,1990,33.81,-77.64
p05901254324,largejuv,balistes capriscus,0,1990,33.81,-77.64
p05901254324,smalljuv,balistes capriscus,0,1990,33.81,-77.64
p05911105324,adult,balistes capriscus,0,1991,33.8,-77.63
p05911105324,largejuv,balistes capriscus,0,1991,33.8,-77.63
p05911105324,smalljuv,balistes capriscus,0,1991,33.8,-77.63
p05911106324,adult,balistes capriscus,0,1991,33.81,-77.64
p05911106324,largejuv,balistes capriscus,0,1991,33.81,-77.64
p05911106324,smalljuv,balistes capriscus,0,1991,33.81,-77.64
p05911330324,adult,balistes capriscus,0,1991,32.26,-79.69
p05911330324,largejuv,balistes capriscus,0,1991,32.26,-79.69
p05911330324,smalljuv,balistes capriscus,0,1991,32.26,-79.69
p05921007324,adult,balistes capriscus,0,1992,32.51,-79.7
p05921007324,largejuv,balistes capriscus,0,1992,32.51,-79.7
p05921007324,smalljuv,balistes capriscus,0,1992,32.51,-79.7
p05921170324,adult,balistes capriscus,0,1992,31.68,-80.33
p05921170324,largejuv,balistes capriscus,0,1992,31.68,-80.33
p05921170324,smalljuv,balistes capriscus,0,1992,31.68,-80.33
p05921180324,adult,balistes capriscus,0,1992,32.78,-78.64
p05921180324,largejuv,balistes capriscus,0,1992,32.78,-78.64
p05921180324,smalljuv,balistes capriscus,0,1992,32.78,-78.64
p05930003324,adult,balistes capriscus,0,1993,32.51,-79.7
p05930003324,largejuv,balistes capriscus,0,1993,32.51,-79.7
p05930003324,smalljuv,balistes capriscus,0,1993,32.51,-79.7
p05930076324,adult,balistes capriscus,0,1993,32.5,-79.7
p05930076324,largejuv,balistes capriscus,0,1993,32.5,-79.7
p05930076324,smalljuv,balistes capriscus,0,1993,32.5,-79.7
p05930191324,adult,balistes capriscus,0,1993,32.78,-78.64
p05930191324,largejuv,balistes capriscus,0,1993,32.78,-78.64
p05930191324,smalljuv,balistes capriscus,0,1993,32.78,-78.64
p05930254324,adult,balistes capriscus,0,1993,32.54,-79.56
p05930254324,largejuv,balistes capriscus,0,1993,32.54,-79.56
p05930254324,smalljuv,balistes capriscus,0,1993,32.54,-79.56
p05950142324,adult,balistes capriscus,0,1995,32.25,-79.7
p05950142324,largejuv,balistes capriscus,0,1995,32.25,-79.7
p05950142324,smalljuv,balistes capriscus,0,1995,32.25,-79.7
p05950148324,adult,balistes capriscus,0,1995,32.26,-79.7
p05950148324,largejuv,balistes capriscus,0,1995,32.26,-79.7
p05950148324,smalljuv,balistes capriscus,0,1995,32.26,-79.7
p05950318324,adult,balistes capriscus,0,1995,31.4,-80.89
p05950318324,largejuv,balistes capriscus,0,1995,31.4,-80.89
p05950318324,smalljuv,balistes capriscus,0,1995,31.4,-80.89
p05960065324,adult,balistes capriscus,0,1996,32.51,-79.7
p05960065324,largejuv,balistes capriscus,0,1996,32.51,-79.7
p05960065324,smalljuv,balistes capriscus,0,1996,32.51,-79.7
